dz_id|dz_name|dz_location|dz_ident|lat|sin_lat_rad|cos_lat_rad|lon|sin_lon_rad|cos_lon_rad|dz_address|dz_phone|dz_email|dz_url
910|Gera|Gera-Leumnitz|EDAJ|50.881|0.77583722438298|0.630933119483922|12.132|0.21016462736173|0.977666011174524|Ronneburger Straße 74,  Gera,  07546, Germany|+49 365 55137838|webmaster@exit4000.de|http://www.exit4000.de
911|UppoHoppa Norrtälje|Mellingeholm|ESSN|59.745|0.863791539342283|0.503849358996009|18.743|0.321323773564684|0.946969393667056|Flygfiskvägen 20,  Norrtälje, Sweden|+46841096020|info@uppohoppa.nu|http://www.uppohoppa.nu
912|Skydive Texas Beaches|Mustang Island Airport|KRAS|27.812|0.466571896315749|0.884483276025232|97.085|0.992364262669382|-0.123341680613872|Mustang Island Airport (RAS),  Port Aransas, Texas, Texas,  78373, United States|217-454-5551|skydivetexasbeaches@gmail.com|http://skydivetexasbeaches.com
913|Skydive Monroe|Monroe/Walton County Airport|D73|33.783|0.556049032961968|0.831149488926066|-83.698|-0.993957124399563|0.109769006806802|535 Towler St,  Monroe, Georgia,  30655, United States|770 207 1122|skydivemonroe@gmail.com|http://skydivemonroe.com
914|SKYDIVE PLOVDIV|||42.21|0.671849873884635|0.740687347644875|31.816|0.527193109759544|0.849745506032283|Road 642 KM 2 Airfield of Kaloyanovo,  Kaloyanovo, Bulgaria|dropzone@skydive.bg|dropzone@skydive.bg|http://www.skydiveplovdiv.com
915|Western New York Skydiving|Akron Airport|9G3|||||||Akron Airport,  Akron, NY, New York,  14001, United States|716-909-2224|tim@timuuu.com|http://www.wnyskydiving.com
916|Skydiving Center Bucharest|Clinceni||44.36|0.699164374023171|0.714960962638371|25.933|0.437319823976091|0.899306049994951|Clinceni Airfield,  Bucharest, Romania|+4 0743 826 336|grigoredan67@yahoo.com|http://www.skydivingcenter.ro
917|DZ Lipetsk|Ãðÿçè||52.432|0.792630289113528|0.60970257075053|39.903|0.641489799363271|0.767131564539532|Ëèïåöêàÿ îáëàñòü,  ã.Ãðÿçè, Russia|+79038588010|bigfreesky@mail.ru|http://dzlipetsk.ru
918|Gravity Sports Skydiving Center|Le Gros Memorial Airport|3R2|30.169|0.502552255357672|0.864546835420105|-92.482|-0.999061875715269|-0.0433055249626178|Nighthawk Road,  Crowley, Louisiana,  70559, United States|1-877-U-GO-JUMP|jedemoss@gravitysportsskydiving.com|http://www.gravitysportsskydiving.com
919|Tampereen Laskuvarjokerho Ry|EFTP EFJM||||||||PL 142,  Tampere,  33101, Finland|puheenjohtaja@tamlk.org|puheenjohtaja@tamlk.org|http://www.tamlk.org
920|Sky Fun Center - Proença-a-Nova|Moitas||39.731|0.639184009220161|0.769053835799056|-7.877|-0.137046918991408|0.990564557207133|Pista de Moitas,  Proenca-a-Nova,  6150-427, Portugal|+351 925 505 505|info@skyfuncenter.com|http://www.skyfuncenter.com
921|Fallschirmsport Speichersdorf|Rosenthal Field Plössen|EDQP|49.864|0.764516535142981|0.644604116875599|11.783|0.204205607043842|0.97892802087378|Flugplatz Rosenthal, 95469,  Speichersdorf,  95469, Germany|01728622340|padave64@googlemail.com|http://fallschirmspringen-online.de
922|Des Moines Skydivers|Winterset Avitaion|3Y3|41.364|0.660840426131792|0.750526436036701|-94.024|-0.997534743221175|-0.0701743262644208|RRT,  Winterset, Iowa, United States|515 462 4852|dfgrindle@msn.com|
923|Skydive Maitland|Rutherford Airport||-35.461|-0.580148670372002|0.814510601690118|149.766|0.503532729025813|-0.863976151754096|604 New England Highway,  Rutherford NSW, New South Wales,  2320, Australia|0425 200 185|info@skydivemaitland.com.au|http://www.skydivemaitland.com.au
924|Rustenburg Skydiving Club|Rustenburg Aerodrome|FARG|-25.645|-0.432793913072994|0.901492888938657|27.268|0.458153185489251|0.888873252284065|P.O Box 1827,  Muldersdrift,  1747, South Africa|+27 (0)79 345 7058|skydiversity@gmail.com|http://skydiverustenburg.co.za
925|Skydive Paraíba|JPA||||||||Aeroclube da Paraíba,  João Pessoa,  58000, Brazil|tazzdiver@gmail.com|tazzdiver@gmail.com|http://www.skydiveparaiba.com
926|Jim Wallace Skydiving School|Perris||28.304|0.474149676806974|0.880444253762748|-112.5|-0.923879532511287|-0.38268343236509|2091 Goetz Road,  Perris, California,  92570, United States|800-795-3483|main@jimwallaceskydiving.com|http://jimwallaceskydiving.com
927|Pullout Skydive|Lützellinden|EDFL|50.543|0.77210173738642|0.63549894344906|8.592|0.149397285551729|0.98877725048151|Am Flugplatz,  Gießen - Lützellinden,  35398, Germany|+49 172 6588233|info@pullout.de|http://www.pullout.de
928|Skydive Karjala|DZ Immola||||||||Imatra,  Imatra, Finland|pekka-kivinen@hotmail.com|pekka-kivinen@hotmail.com|
929|SkyDive Austral MAURITIUS|Mon Loisir Private Airfield||-20.07|-0.343167938899388|0.939274063152787|57.41|0.842546417416506|0.538623741120471|ZI Mon Loisir Sugar Estate,  Riviere du Rempart, Mauritius|+230 499 5551|chris.skydiveaustral@myt.mu|http://skydiveaustral.com
930|Schäferhaus|Flensburg Schäferhaus|EDXF|54.774|0.816883237522673|0.576803065399688|9.379|0.162964353696317|0.986631957431109|Lecker Chaussee 129,  Flensburg,  24941, Germany|fallschirminfo@luftsportverein-flensburg.de|fallschirminfo@luftsportverein-flensburg.de|http://www.luftsportverein-flensburg.de/Fallschirmsprung/
931|São Paulo Paraquedismo|Aerodromo de Boituva||||||||Centro Nacional de Paraquedismo,  Boituva,  18.550-000, Brazil|55 15 30101605|contato@saopauloparaquedismo.com.br|http://saopauloparaquedismo.com.br
932|Skydive Neuquen|Aeropuerto Int. Neuquen|SAZN|-38.952|-0.628669110007148|0.777672906897765|-68.147|-0.928141905343328|0.372226548684611|Aeropuerto Int. Neuquen,  Neuquen,  8300, Argentina|0299-154600576|paracaidismoneuquen@gmail.com|http://www.skydiveneuquen.com.ar
933|Skydive Transilvania|Dezmir|LRZZ|46.772|0.728634007563827|0.684903265448104|23.7|0.40194777665596|0.915662593339561|Dezmir Airfield,  Cluj Napoca, Romania|0040730921567|fredjelagrange@hotmail.com|http://skydivetransilvania.ro
934|Ta-duao|Wing2||14.605|0.252153805839331|0.967687169596012|100.547|0.983105088097788|-0.183042032758161|Mung,  Lopburi,  15000, Thailand|surachart_ruanwong@hotmail.com|surachart_ruanwong@hotmail.com|
935|EPCOL ORLEANS|ORLEANS - SAINT-DENIS-DE-L'HOTEL|LFOZ|47.905|0.742034343909777|0.67036186679911|2.164|0.0377599461439416|0.99928683893425|Aerodrome d'Orleans,  Saint Denis de l'Hotel,  45550, France|+33 (0)2 38 46 00 82|contact@parachutisme-orleans.net|http://www.parachutisme-orleans.net
936|Paracin|Davidovac||43.867|0.692986705640417|0.720950362927742|21.482|0.366208909343361|0.930532661822005|Aerodrom Davidovac,  paracin,  35000, Serbia|+381 63 7575 250|igor.jeremic@gmail.com|http://www.skyblue.co.rs
937|Dropzone Èeská Lípa|Èeská Lípa - Lada|LKCE|50.711|0.773961795862496|0.633232294300678|14.556|0.251326136694582|0.96790246048565|Èeská Lípa -Lada  Aerodrome,  Èeská Lípa,  470 01, Czech Republic|+420 724 361 444|seskoky-tandemy@seznam.cz|http://seskoky-tandemy.cz
938|Mansky|airfield Mansky||55.734|0.82643255211509|0.563035733150693|93.777|0.99782799194588|-0.0658733518902154|street Zatonskay 22, second floor,  Krasnoyarsk, Russia|+7(391)2604250|maxhac@ya.ru|http://mansky.ru
939|Balaton DZ|Balatonkeresztúr|LHBK|46.693|0.727688963707654|0.685907262024598|17.397|0.298990827939427|0.954255984947486|Balatonkeresztúr,  Balatonkeresztúr,  8648, Hungary|+36 209788571|andorkantas@yahoo.com|http://luciaair.eu
940|Aero club ”Done Bozinov”-Kumanovo |Aerodrom Rezanovce|LW67|42.154|0.671125616852592|0.741343649331555|21.703|0.369795406034649|0.929113210365491|Tane Georgiev bb,  Kumanovo,  1300, Macedonia|++389 31 415571|ak.donebozinov@gmail.com|http://www.facebook.com/#/pages/Aero-Klub-Done-Bozinov-Kumanovo/101918144449?ref=mf
941|West Virginia Skydivers|Robert Newlon Airpark|I41|38.456|0.621913453216058|0.783085982960286|-82.313|-0.991013574707638|0.133761335015723|Kyle Lane,  Lesage, WV, West Virginia, United States|304-521-8156|skydiveralph@yahoo.com|http://www.skydivewv.com
942|Firebird Skydiving|Bitburg Airport|edrb|49.946|0.765438289933965|0.64350930397545|6.559|0.114226278482233|0.993454758559291|Am tower 16,  Bitburg,  54634, Luxembourg|freefly@internet.lu|freefly@internet.lu|http://www.jump.lu
943|Explore Free Fall|Franklin Flying Field||39.424|0.635054139390369|0.772467630417714|-86.062|-0.997638949965424|0.0686769649292003|3477 S. 200 E.,  Franklin, Indiana,  46131, United States|317-560-IFLY|sales@ExploreFreeFall.com|http://www.explorefreefall.com
944|EPSBA|Aérodrome de Villemarie||44.597|0.702115770436096|0.712062809662833|-1.116|-0.019476642864968|0.999810312200625|Aérodrome de Villemarie,  La Teste de Buch,  33260, France|+33 (0)5 56 54 73 11|paraclub.arcachon@wanadoo.fr|http://www.paraclub-arcachon.com
945|Skydive Ata Whenua|Te Anau Manapouri||||||||Te Anau Airport , Te Anau Manapouri Highway,  Fiordland, New Zealand|00116432498595|skydivefiordland@yahoo.co.nz|
946|aviationsport|Gimbav Airfield||45.699|0.715680543948453|0.698427776519266|25.529|0.430967881108691|0.902367267498486|aerodrom ghimbav brasov,  brasov, Romania|catabalascau@yahoo.com|catabalascau@yahoo.com|http://aviationsport.ro
947|Skydive South Padre Island|Brownsville International Airport||26.137|0.440518998988538|0.897743288212246|-97.169|-0.992182367901887|-0.124796429534679|6900 Padre Blvd,  South Padre Island, Tx., Texas,  78597, United States|956-744-jump|flynfrank@att.net|http://www.skydivespi.com
948|UK Parachuting Sibson|Sibson Airfield||33.35|0.549751988371591|0.835327930385117|23.18|0.393621046838324|0.919272794923194|Sibson Airfield,  Peterborough,  PE8 6NE, United Kingdom|01832 280490|skydive@ukparachuting.co.uk|http://www.skydivesibson.co.uk
949|tancos|tancos||39.464|0.63559326872836|0.772024090781627|-8.384|-0.145806765919529|0.989313088466987|tancos,  vila nova da barquinha, Portugal|henriqueparracho@hotmail.com|henriqueparracho@hotmail.com|
950|Ilopango|Ilopango|MSSS|13.699|0.236821189298558|0.971553253455114|-89.12|-0.999882054453657|0.0153582935749529|Aereopuerto Int'l de Ilopango,  San Salvador, El Salvador|jvaliente_7@hotmail.com|jvaliente_7@hotmail.com|
951|Valeryanovka (Club EXTREME)|Valer'janovka||48.54|0.749418134296708|0.662097017050553|36.39|0.593278397097201|0.804997356230302|Volnovaha,  Valer'janovka, Ukraine|+380505238751|sky_admin@bk.ru|http://skydiving.lugansk.ua/extreme/
952|Paris Peronne|Monchy||49.842|0.76426896857823|0.644897622625769|3.038|0.0529982608727313|0.998594604604124|aerodrome de peronne,  estree mons,  80200, France|0033 686 89 002|gege@gegeskydive.com|http://www.gegeskydive.com
953|SKYDIVE EUROPE|Aeródromo de Figueira dos Cavaleiros|Figu|38.823|0.626916607179669|0.779086367254833|8.0|0.139173100960065|0.99026806874157|Rua Silva Tavares 3-B,  Lisboa,  1750-287 L, Portugal|+351 210190952|sarasilva@gethigh.pt|http://www.skydiveeurope.com
954|Freefly Slovenija|Slovenj gradec, Portoroz, Celje, Novo Mesto,...||46.0|0.719339800338651|0.694658370458997|16.0|0.275637355816999|0.961261695938319|Ješenca 37,  Rače,  2327, Slovenia|freeflyslo@gmail.com|freeflyslo@gmail.com|http://www.ffslo.si
955|Skydive the Flying V Ranch|Flying V Ranch|priv|38.916|0.628180359646753|0.778067757816809|-91.682|-0.999569130718377|-0.0293522216349683|11101 Old U.S. Hwy 40,  Montgomery City, MO, Missouri,  63361, United States|888-866-8918|van@aerialtransport.com|http://www.skydiveflyingvranch.com
956|Skydive Oudtshoorn|Oudtshoorn Airfield|FAOH|-33.63|-0.553827589907507|0.832631371410688|22.112|0.376418306589098|0.926449814325955|Theresa Hof no 5 ,  Oudtshoorn,  6620, South Africa|+27733625512|info@skydive-oudtshoorn.co.za|http://www.skydive-oudtshoorn.co.za
957|Fallschirmsportclub Münster e.V.|Flugplatz Telgte|EDLT|51.868|0.786590281401657|0.617475286310685|7.817|0.136009527258015|0.990707529241123|Bergstraße / Elmenhorst 1,  Sendenhorst,  48149, Germany|+49 176 211 911 88|info@fallschirm-muenster.de|http://www.fallschirm-muenster.de/
958|Aeroklub Gliwice|Gliwice||50.269|0.769053835799056|0.639184009220161|18.672|0.320150058054144|0.947366845698079|Gliwice lotnisko,  Gliwice,  44-100, Poland|sekcja.spadochronowa@aeroklub.gliwice.pl|sekcja.spadochronowa@aeroklub.gliwice.pl|http://www.spadochrony.gliwice.pl
959|FLY PARAQUEDISMO|aeroporto  14 bis  -Londrina|SSOK|-23.214|-0.394166484959743|0.919039053650323|-51.182|-0.779141073082876|0.626848616681304|aeroporto 14 bis-Warta,  Londrina, Brazil|43 3027 6265|lucianao@flypqd.com.br|http://www.flypqd.com.br
960|Airsport - Estonian Airclub|Rapla|EERA|58.986|0.857041427572247|0.51524750501572|24.726|0.418279298696505|0.908318461929493|Kohila 3,  Tallinn, Estonia|(+372) 5 123 763|info@airsport.ee|http://www.airsport.ee
961|Jet City Skydiving|A.J. Eisenberg|KOKH|48.251|0.746068996775568|0.665868644741812|-122.679|-0.84170873383739|-0.539931854387067|1114 Monroe Landing Drive,  Oak Harbor, Washington,  98277, United States|206-351-4269|SkyBum@comcast.net|http://www.jetcityskydiving.com
962|Westside Skydivers|Winsted Municipal Airport|FAA|44.954|0.706538851648711|0.707674254944266|-94.065|-0.997484272130921|-0.0708881291292644|3224 230th st hanger 30,  Winsted MN, Minnesota,  55395, United States|1-888-758-JUMP|joe@westsideskydivers.com|http://www.westsideskydivers.com
963|FL140 parachutisme rhone alpes|saint jean en royans|LFKE|||||||aerodrome de saint jean en royans,  saint jean en royans,  26190, France|vinceairsnow@gmail.com|vinceairsnow@gmail.com|http://www.fl140.fr
964|test|test||51.192|0.77925046693805|0.626712621363916|-113.937|-0.913992135599628|-0.40573190170608|test,  test,  test, Botswana|zeldag@d4drmedia.com|zeldag@d4drmedia.com|
965|Southern Minnesota Skydiving LLC.|Waseca Municipal Airport|ACQ|90.0|1.0|6.12323399573677e-17|-93.0|-0.998629534754574|-0.0523359562429438|Waseca Municipal Airport  35493 110th Street ,  Waseca, Minnesota,  56093, United States|507-461-5838||http://www.southernminnesotaskydiving.com
966|Centro Gaucho de Para-quedismo|Aeroclube Novo Hamburgo|SSNH|-29.698|-0.495428347170736|0.868648808679131|-51.083|-0.778056793882731|0.628193939395253|Rua Ana Terra, 10,  Novo Hamburgo, Brazil|+55 51 3595 3814|daniel.diehl@gmail.com|http://www.cgpqd.com.br/
967|Skydive The Coromandel|Whitianga Airport & Thames Airport||||||||64A Robinson Road,  Whitianga,  3510, New Zealand|0064210696110|skydivethecoromandel@yahoo.co.nz|http://www.skydive-the-coromandel.co.nz
968|Jump and Raft|Millinocket Municipal Airport||45.652|0.715107379600525|0.69901461761602|-68.699|-0.931684887513661|0.363267491497185|PO BOX 456, old medway rd,  Millinocket, Maine,  04462, United States|1877.586.7672|owen@jumpandraft.com|http://jumpandraft.com
969|Skydive Chatham|Chatham|CQX|41.689|0.665086998154854|0.74676588358425|-69.991|-0.939638884794654|0.342167745677262|240 George Ryder Rd.,  Chatham, Massachusetts,  02633, United States|508 438-1422|info@skydivechatham.com|http://www.skydivechatham.com
970|FLITECLUB.PL|Lotnisko KRUSZYN|EPWK|52.586|0.794266186906824|0.607569933700224|19.011|0.325749674991143|0.94545605357582|Kruszyn - Lotnisko,  W³oc³awek,  87-853, Poland|0048 500 002 779|mahoo@skydive.pl|http://www.fliteclub.pl
971|Jumping For Fun|Arnolds Airport|36KY|37.653|0.610877790089228|0.791724905238998|-85.156|-0.996428305449729|0.0844430701631695|3144 Wilson Creek Rd.,  Lebanon Jct, Kentucky,  40150, United States|502-648-3464|info@jumpingforfunskydiving.com|http://www.kyjumpingforfun.com
972|Siófok-Kiliti DZ|Siófok-Kiliti||46.869|0.729792483077569|0.683668729461481|18.083|0.310394392264906|0.950607869339666|Szekszárdi út, Siófok ,  Siófok-Kiliti,  H-8600, Hungary|l.setela@aviatec.hu|l.setela@aviatec.hu|http://mi-8boogie.hu
973|Mi-8 Boogie|Siófok-Kiliti Airport|LHSK|46.863|0.729720885454233|0.683745149402824|18.088|0.310477347268984|0.95058077869943|Szekszárdi út,  Siófok,  H-8611, Hungary|+36 70 5796650|l.setela@articgroup.hu|http://www.mi-8boogie.hu
974|0800Skydive Wellington|Hood Aerodrome|NZMS|40.58|0.650509141939223|0.759498424128382|175.382|0.0805120676862309|-0.996753634032446|177 South Rd,  Masterton, New Zealand|0274436094|info@0800skydive.co.nz|http://www.0800skydive.co.nz
975|Skydive Franz Josef|Waiho Stables||-43.387|-0.686922638556576|0.726730547478549|170.183|0.170501868078757|-0.985357352934282|po box 10 ,  Franz Josef, Westland, New Zealand, New Zealand|+6437520714|info@skydivefranz.co.nz|http://www.skydivefranz.co.nz
976|Skydive Canyonlands|Canyonlandsfield Airport|KCNY|||||||Canyonlandsfield Airport,  Moab, Utah,  84532, United States|435-719-DIVE|graymesa@aol.com|http://www.goskydivemoab.com
977|Suceava |Aeroportul International Suceava|LRSV|47.684|0.739443125593789|0.673219031231358|26.357|0.443962829897714|0.896045202916245|CP 39 OP 4,  Suceava,  720330, Romania|+40330816483 (fax)|suceava@aeroclubulromaniei.ro|http://www.aeroclubulromaniei.ro
978|FSC Mannheim - Herrenteich|Flugplatz Herrenteich|EDEH|49.346|0.75865762995884|0.651489524478511|8.489|0.147619530991874|0.989044222504605|Flugplatz Herrenteich,  Hockenheim,  68766, Germany|+49 621 - 7152460|info@fsc-mannheim.de|http://www.fsc-mannheim.de/
979|Pushino|Bolshoye Gryzlovo|UUWW|54.787|0.817014088958984|0.576617705626979|37.644|0.610753418696039|0.791820851929968|aerfield FINAM Bolshoye Gryzlovo ,  Bolshoye Gryzlovo ,  MO, Russia|+7 (903) 737-7447|manifest@skycenter.ru|http://www.skycenter.ru/
980|TNT BROTHERS DROPZONE|Clinceni AIrfield||44.358|0.699139416751579|0.714985367643466|25.925|0.437194252901168|0.899367102595036|Clinceni Airfield,  Bucharest, Romania|0731695567 (0731 MYJUMP)|office@tnt-brothers.ro|http://www.tnt-brothers.ro
981|SKYRIDE|Hradec Kralove Airfield|LKHK|50.238|0.768707891420448|0.639600013811702|15.833|0.272834399627991|0.96206101177609|Letiste 98,  Hradec Kralove - Vekose,  50341, Czech Republic|+420732711173|operations@mplusdesign.cz|http://www.skyride.cz
982|Brasil Skydive|Pinto Martins|SBFZ|||||||Av. Dioguinho 4740, lj 01,  Fortaleza,  60.182-001, Brazil|+55 85 3263-2464|info@paraquedismofortaleza.com.br|http://www.brasilskydive.com.br
983|Skydive Door County|Cherryland Airport|KSUE|44.838|0.705104660090114|0.709103249406745|-87.426|-0.998991052006349|0.0449096650092997|3528 Park Dr,  Strugeon Bay, WI, Wisconsin,  54235, United States|920-743-1759|michael.wadkins@xcelskydiving.com|http://www.skydivedoorcounty.com
984|GREEK FREEFALL CLUB|KOPAIDA AIRPORT||38.456|0.621913453216058|0.783085982960286|23.136|0.392914980013014|0.919574803091827|KOPAIDA AIRPORT,  KASTRO, Greece|+30 6972 999 919|info@gffc.gr|http://www.gffc.gr
985|New River Gorge Bridge|New River Gorge Bridge||38.069|0.616610012025697|0.787268755298767|-81.083|-0.987913918787144|0.155003513078346|New River Gorge Bridge,  Fayetteville, West Virginia,  25841, United States|304-933-9330|jbell@vertical-visions.com|http://www.bridgeday.info
986|Black Sea Dropzone|Balchik|LBWB|43.428|0.687442500112713|0.72623880992328|28.17|0.472089250705471|0.88155075824841|Balchik Airbase  6 Kamchia str.,  Balchik ,  9600, Bulgaria|+359885395859|skyrado@yahoo.com|http://www.blackseadropzone.com
987|Adventure Skydiving Tennessee|Humphreys County Airport|0m5|36.115|0.589407868416437|0.807835604964767|-87.739|-0.999221480482088|0.0394516532376603|1005 Airport Rd,  Waverly, Tennessee,  37185, United States|931-296-9410|brooklyn@astskydiving.com|http://www.astskydiving.com
988|Clube de Paraquedismo Ijuí|Aeroporto Municipal de Ijuí - João Batista Bós Filho|SSIJ|-28.372|-0.475194274905091|0.879880901655119|-53.866|-0.807640105499887|0.589675724435161|Aeroporto Municipal de Ijuí - ,  Ijuí / RS,  98700000, Brazil|55 55 96034659|paraquedismoijui@gmail.com|
989|Skydive Serbia|Lisicji jarak|LYBJ|44.936|0.706316494362027|0.707896185744871|20.444|0.349291725364147|0.93701402902632|Zrenjaninski put bb,  Belgrade, Serbia|+381 61 50 500 50|srebrnizmaj@gmail.com|http://skydiveserbia.com/
990|Skydive Amelia Island|Fernandina Beach Municipal Airport|KFHB|30.618|0.509311800708604|0.860582064453449|-81.468|-0.988933156766756|0.148361758709374|551 Airport Road,  Fernandina Beach, Florida,  FL 32034, United States|904-718-4648|info@skydiveameliaisland.com|http://skydiveameliaisland.com/
991|Fly Zone Fermo|Aviosuperfice del Fermano|LINF|43.225|0.684865113321849|0.728669868016135|13.743|0.237567218731619|0.971371101373787|c.da S. Marco,  Fermo,  63023, Italy|+39 320 4918000|info@flyzonefermo.com|http://www.paracadutismo.com
992|Skydive Surfcity Santa Cruz|Watsonville|WVI|36.95|0.601117853127663|0.799160388564892|-121.805|-0.849846704182551|-0.527029960618991|120 Aviation Way,  Watsonville, California,  95076, United States|831 435 5169|info@skydivesurfcity.com|http://www.santacruz-skydiving.com
993|Skyville|Aeroporto de Joinville||||||||Rua Marajó  138,  Joinville SC, Brazil|ale3@skyville.com.br|ale3@skyville.com.br|http://www.skyville.com.br
994|Skydive Guadalupe|El Cipres||32.121|0.53170903021865|0.846927096734981|-116.523|-0.894755174218864|-0.446557026827001|Valle de Guadalupe, L.A. Cetto,  Ensenada,  22760, Mexico|+526462031502|skydiveguadalupe@gmail.com|
995|FSC-Trier|Flugplatz Trier-Föhren|EDRT|49.863|0.764505284562328|0.644617460108144|6.781|0.118074681970249|0.993004717751947|Fallschirmsportclub Trier e. V.,  Föhren,  54343, Germany|00496502-4999|info@fallschirmsportclub-trier.de|http://www.fallschirmsportclub-trier.de/
996|Skydive Wild Geese|Movenis Airfield||54.988|0.819031896755941|0.57374798657282|-6.645|-0.115717308108823|0.993282187801658|Carrowreagh Road,  Garvagh, United Kingdom|028 2955 8609|wild.geese@btconnect.com|http://skydivewildgeese.com
997|Skydive Jurien Bay|Jurien Bay||-30.301|-0.50454269283328|0.863386744807067|115.056|0.905894293725294|-0.423503870815782|65 Bashford St,  Jurien Bay, Western Australia,  6516, Australia|08 9652 1320|jump@skydivejurienbay.com|http://www.skydivejurienbay.com
998|SKYDIVE SALVADOR|Vera Cruz|SNVR|-13.411|-0.231934658783592|0.972731367878583|-38.672|-0.624861191445303|0.780735865338308|PO BOX 969,  Salvador,  40.001-970, Brazil|55 (71) 9953-1000|juliopqd@hotmail.com|http://www.skydivesalvador.com.br
999|Boituva - Sky Company|Boituva||||||||Rodovia Castelo Branco, Km, 116,  Boituva , Brazil|info@paraquedismoskycompany.com.br|info@paraquedismoskycompany.com.br|http://www.paraquedismoskycompany.com.br/
1000|Saly Senegal|Saly Joseph||14.461|0.249720948907082|0.968317844345|-17.012|-0.292571986308572|0.956243500802728|aerodrome de Kalahary,  Saly Joseph,  SENEGAL, France|+33 663 16 33 43 or +221 77 599 85 36|wafou@wafou.com|http://www.wafou.fr
1001|Skydive Malawi|Lilongwe|FWKI|-13.788|-0.238330058460483|0.971184216940444|33.785|0.556078045213513|0.831130078646849|P.O. Box 1527,  Lilongwe, Malawi|skydive@nyassa.mw|skydive@nyassa.mw|http://www.skydive.mw
1002|Århus faldskærms Klub|EKAH||56.313|0.832079990921999|0.554655648765291|10.616|0.184225830767531|0.982883941916854|stabrandvej,  Tirstrup, Denmark|kontakt@@aafc.dk|kontakt@@aafc.dk|http://aafc.dk
1003|Skydive Southcoast|Old Sarum||51.1|0.778243148526021|0.627963057649338|-1.782|-0.0310967532865087|0.999516379022894|Hangar 3, Old Saum Airfield, Salisbury, UK,  Salisbury,  SP46DZ, United Kingdom|info@skydivesouthcoast.co.uk|info@skydivesouthcoast.co.uk|http://skydivesouthcoast.co.uk
1004|webmaster: delete me please|pacific ocean||30.751|0.51130808547067|0.859397487622763|-161.016|-0.325304103169823|-0.945609454511151|123 santimonica blvd,  urmom,  12056, Peru|jessica.bogart@yahoo.com|jessica.bogart@yahoo.com|http://www.uspa.org/
1005|Skydive Kentucky - Russellville|Russellville Logan Co Airport|K4M7|36.799|0.599009623025503|0.800741825760866|-86.809|-0.998449520285676|0.0556646695966487|385 Airport Road,  Russellville, Kentucky,  42276, United States|(270) 221 0150|contactus@skydiveky.com|http://www.skydiveky.com
1006|Jump Florida Skydiving|Blackwater Creek Flight Park|9FD2|28.138|0.471596826277929|0.881814285121638|-82.148|-0.990624260909633|0.136614690634803|9002 Paul Buchman Highway,  Plant City, Florida,  33565, United States|352-461-3461|tim@jumpfloridaskydiving.com|http://jumpfloridaskydiving.com/
1007|FL140 PARACHUTISME|aérodrome du médoc|LFDU|45.197|0.709533841002915|0.704671362034565|-0.885|-0.0154455496862712|0.999880710382438|route de l'aérodrome,  saint laurent médoc,  33480, France|0033609576383|gilles@fl140-parachutisme.com|http://www.fl140-parachutisme.com
1008|azov-sky|Mariupol International Airport|UKCM|47.079|0.732293352359963|0.680989314225566|37.459|0.608193561450705|0.793788757674173|Semashko,17,  Mariupol,  87531, Ukraine|+380660910485|azov-sky@MAIL.RU|http://azov-sky.com.ua
1009|Plymouth Sky Sports|Plymouth Municipal Airport|KC65|41.366|0.660866624044044|0.750503367896926|-86.308|-0.997924618954734|0.064392972318798|301 Airport Drive,  Plymouth, Indiana,  46563, United States|(574) 936-7700|manifest@plymouthskysports.com|http://www.plymouthskysports.com
1010|Skydive South Texas|Mustang Beach|KRAS|27.798|0.466355762354722|0.884597254641086|-97.082|-0.992370719464362|-0.123289720373534|#130 Piper Blvd,  Port Aransas, Texas,  78373, United States|361-945-JUMP|reservations@skydivesouthtexas.com|http://www.SkydiveSouthTexas.com
1011|Volosovo|Volosovo||55.067|0.819822207491493|0.572618152090707|37.454|0.60812428799803|0.793841829552266|Kashirskoe Shosse, 12,  Moscow,  115230, Russia|+7 (499) 611-22-64|portal@dz-volosovo.ru|http://dz-volosovo.ru/
1012|Start Skydiving Florida|Orlando North Airpark|FA83|28.73|0.480682704251543|0.876894599044505|-81.651|-0.989401972162022|0.145202401777317|8600 Jones Avenue,  Mount Dora, Florida,  32757, United States|1-855-465-8672|info@startskydivingflorida.com|http://www.startskydivingflorida.com/
1013|The Jumping Place- St. Marys, GA|St. Marys Municipal Airport|K4j6|30.45|0.506786256510824|0.862071743076958|81.55|0.989144474800726|0.146946275799002|203 N Dandy St.,  St. Marys, Georgia,  31558, United States|912 322 7282|thejumpingplace@gmail.com|http://www.thejumpingplace.com
1014|Rum Cay|RCY||||||||Sumner point ,  Rum Cay, Bahamas|954-822-5373|jcors@guyharveyoutpostrumcay.com|http://www.rumcaydivers.com/
1015|Skydive Phoenix|E68||||||||22548 N Sailport Way,  Maricopa, Arizona,  85139, United States|480-557-5867|mdrogue1@aol.com|http://www.skydivephoenix.com
1016|Centro de Aviacion Civil San Juan|Aerodromo Pocito|SAJU|-31.605|-0.524060231171438|0.851681204503504|-68.548|-0.930724280794386|0.365721633404114|Av. Intendente Unac,  Pocito,  5412, Argentina|54 264 4424 0219|greyes@paracaidismo.org.ar.ar|http://www.paracaidismo.org.ar
